1	3 
2	16 
3	16 
4	19 
5	18 
6	6 
7	8 
8	11 
9	9 
10	1 
11	4 
12	1 
13	16 
14	16 
15	1 
16	4 
17	13 
18	7 
19	9 
20	2 
21	6 
22	19 
23	11 
24	6 
25	19 
26	7 
27	6 
28	6 
29	19 
30	5 
31	16 
32	3 
33	4 
34	8 
35	15 
36	10 
37	8 
38	15 
39	16 
40	19 
41	11 
42	1 
43	11 
44	14 
45	6 
46	14 
47	1 
48	12 
49	15 
50	14 
51	16 
52	15 
53	9 
54	4 
55	16 
56	6 
57	9 
58	12 
59	13 
60	14 
61	8 
62	9 
63	15 
64	16 
65	16 
66	8 
67	13 
68	1 
69	1 
70	14 
71	4 
72	9 
73	14 
74	14 
75	10 
76	16 
77	15 
78	19 
79	3 
80	14 
81	14 
82	19 
83	16 
84	11 
85	12 
86	10 
87	15 
88	16 
89	19 
90	3 
91	16 
92	18 
93	3 
94	5 
95	6 
96	5 
97	7 
98	8 
99	12 
100	3 
101	7 
102	6 
103	10 
104	8 
105	16 
106	5 
107	16 
108	10 
109	3 
110	19 
111	12 
112	17 
113	14 
114	19 
115	7 
116	14 
117	13 
118	10 
119	15 
120	15 
121	8 
122	14 
123	8 
124	8 
125	16 
126	10 
127	3 
128	8 
129	16 
130	17 
131	18 
132	19 
133	18 
134	19 
135	7 
136	4 
137	9 
138	7 
139	4 
140	9 
141	10 
142	5 
143	12 
144	3 
145	3 
146	3 
147	15 
148	2 
149	6 
150	4 
151	7 
152	11 
153	8 
154	14 
155	11 
156	8 
157	18 
158	9 
159	12 
160	8 
161	10 
162	7 
163	6 
164	18 
165	10 
166	6 
167	19 
168	13 
169	5 
170	8 
171	17 
172	4 
173	19 
174	8 
175	10 
176	7 
177	10 
178	6 
179	12 
180	3 
181	18 
182	11 
183	5 
184	1 
185	4 
186	3 
187	11 
188	2 
189	16 
190	6 
191	17 
192	10 
193	3 
194	17 
195	14 
196	10 
197	1 
198	17 
199	11 
200	11 
201	7 
202	2 
203	8 
204	11 
205	5 
206	6 
207	14 
208	10 
209	4 
210	5 
211	9 
212	3 
213	13 
214	5 
215	17 
216	4 
217	5 
218	10 
219	10 
220	8 
221	11 
222	9 
223	19 
224	6 
225	19 
226	12 
227	10 
228	8 
229	2 
230	16 
231	12 
232	19 
233	1 
234	10 
235	5 
236	14 
237	10 
238	13 
239	17 
240	13 
241	5 
242	17 
243	17 
244	8 
245	18 
246	6 
247	11 
248	7 
249	19 
250	12 
251	4 
252	9 
253	10 
254	7 
255	19 
256	4 
257	9 
258	18 
259	10 
260	19 
261	4 
262	9 
263	3 
264	12 
265	19 
266	9 
267	8 
268	5 
269	5 
270	4 
271	13 
272	6 
273	11 
274	11 
275	14 
276	15 
277	19 
278	5 
279	12 
280	11 
281	7 
282	8 
283	18 
284	8 
285	3 
286	17 
287	16 
288	6 
289	16 
290	14 
291	16 
292	18 
293	15 
294	11 
295	7 
296	5 
297	17 
298	8 
299	10 
300	9 
301	4 
302	9 
303	19 
304	3 
305	14 
306	8 
307	17 
308	7 
309	8 
310	7 
311	11 
312	3 
313	7 
314	11 
315	11 
316	14 
317	17 
318	14 
319	3 
320	3 
321	6 
322	14 
323	16 
324	10 
325	14 
326	4 
327	8 
328	13 
329	9 
330	15 
331	10 
332	4 
333	19 
334	16 
335	5 
336	7 
337	3 
338	18 
339	9 
340	17 
341	8 
342	14 
343	17 
344	13 
345	7 
346	17 
347	17 
348	16 
349	2 
350	8 
351	11 
352	3 
353	10 
354	9 
355	14 
356	5 
357	19 
358	9 
359	17 
360	19 
361	19 
362	11 
363	9 
364	8 
365	10 
366	13 
367	3 
368	15 
369	6 
370	7 
371	8 
372	1 
373	10 
374	17 
375	18 
376	13 
377	8 
378	17 
379	14 
380	5 
381	11 
382	11 
383	13 
384	17 
385	11 
386	10 
387	9 
388	8 
389	9 
390	18 
391	11 
392	11 
393	3 
394	17 
395	11 
396	5 
397	19 
398	16 
399	9 
400	7 
401	8 
402	11 
403	8 
404	14 
405	19 
406	19 
407	14 
408	4 
409	11 
410	3 
411	1 
412	19 
413	16 
414	13 
415	17 
416	13 
417	8 
418	15 
419	8 
420	19 
421	2 
422	9 
423	19 
424	11 
425	2 
426	18 
427	9 
428	1 
429	6 
430	8 
431	11 
432	3 
433	11 
434	19 
435	1 
436	8 
437	18 
438	6 
439	19 
440	13 
441	10 
442	14 
443	15 
444	16 
445	11 
446	17 
447	6 
448	3 
449	16 
450	14 
451	16 
452	17 
453	8 
454	4 
455	11 
456	18 
457	14 
458	14 
459	17 
460	4 
461	4 
462	16 
463	4 
464	8 
465	11 
466	4 
467	16 
468	3 
469	9 
470	16 
471	16 
472	14 
473	5 
474	4 
475	9 
476	2 
477	9 
478	10 
479	11 
480	3 
481	17 
482	5 
483	8 
484	16 
485	6 
486	15 
487	19 
488	14 
489	10 
490	8 
491	17 
492	5 
493	10 
494	10 
495	14 
496	17 
497	13 
498	19 
499	13 
500	8 
501	19 
502	6 
503	17 
504	11 
505	8 
506	2 
507	4 
508	14 
509	9 
510	1 
511	5 
512	2 
513	8 
514	16 
515	11 
516	14 
517	9 
518	2 
519	2 
520	17 
521	6 
522	12 
523	13 
524	1 
525	11 
526	16 
527	10 
528	16 
529	11 
530	6 
531	10 
532	12 
533	19 
534	17 
535	16 
536	12 
537	10 
538	10 
539	8 
540	3 
541	9 
542	11 
543	10 
544	1 
545	6 
546	8 
547	6 
548	19 
549	9 
550	11 
551	18 
552	13 
553	11 
554	15 
555	11 
556	3 
557	14 
558	14 
559	16 
560	5 
561	8 
562	16 
563	9 
564	3 
565	16 
566	16 
567	7 
568	11 
569	19 
570	18 
571	16 
572	9 
573	11 
574	12 
575	17 
576	13 
577	7 
578	10 
579	5 
580	9 
581	11 
582	14 
583	18 
584	9 
585	11 
586	9 
587	8 
588	7 
589	13 
590	13 
591	4 
592	19 
593	18 
594	14 
595	8 
596	7 
597	5 
598	10 
599	7 
600	18 
601	14 
602	11 
603	14 
604	7 
605	18 
606	8 
607	10 
608	1 
609	3 
610	6 
611	4 
612	12 
613	19 
614	10 
615	16 
616	11 
617	6 
618	12 
619	10 
620	13 
621	19 
622	13 
623	14 
624	8 
625	14 
626	10 
627	17 
628	11 
629	17 
630	19 
631	2 
632	2 
633	3 
634	11 
635	16 
636	10 
637	18 
638	16 
639	15 
640	7 
641	5 
642	6 
643	16 
644	18 
645	18 
646	3 
647	8 
648	10 
649	17 
650	19 
651	8 
652	12 
653	1 
654	8 
655	2 
656	13 
657	14 
658	5 
659	9 
660	2 
661	2 
662	17 
663	8 
664	4 
665	11 
666	7 
667	8 
668	10 
669	11 
670	4 
671	4 
672	14 
673	13 
674	8 
675	14 
676	9 
677	13 
678	8 
679	19 
680	19 
681	16 
682	6 
683	2 
684	9 
685	8 
686	5 
687	11 
688	6 
689	8 
690	13 
691	13 
692	2 
693	11 
694	4 
695	7 
696	16 
697	19 
698	10 
699	10 
700	18 
701	15 
702	3 
703	9 
704	9 
705	6 
706	9 
707	2 
708	4 
709	10 
710	11 
711	15 
712	11 
713	15 
714	7 
715	10 
716	16 
717	14 
718	7 
719	17 
720	18 
721	13 
722	16 
723	19 
724	11 
725	10 
726	4 
727	6 
728	12 
729	6 
730	16 
731	6 
732	5 
733	5 
734	8 
735	3 
736	10 
737	16 
738	17 
739	8 
740	5 
741	2 
742	13 
743	9 
744	17 
745	6 
746	16 
747	13 
748	6 
749	3 
750	17 
751	2 
752	7 
753	14 
754	7 
755	19 
756	17 
757	15 
758	4 
759	18 
760	18 
761	1 
762	6 
763	3 
764	3 
765	9 
766	6 
767	11 
768	11 
769	18 
770	16 
771	8 
772	3 
773	3 
774	10 
775	19 
776	6 
777	8 
778	8 
779	14 
780	3 
781	14 
782	16 
783	8 
784	19 
785	9 
786	1 
787	10 
788	2 
789	10 
790	13 
791	14 
792	11 
793	12 
794	3 
795	6 
796	16 
797	14 
798	10 
799	19 
800	18 
801	16 
802	1 
803	1 
804	11 
805	3 
806	8 
807	13 
808	10 
809	5 
810	3 
811	17 
812	17 
813	10 
814	2 
815	12 
816	2 
817	2 
818	13 
819	12 
820	6 
821	5 
822	10 
823	8 
824	14 
825	14 
826	11 
827	19 
828	10 
829	11 
830	14 
831	4 
832	9 
833	8 
834	18 
835	13 
836	2 
837	10 
838	9 
839	11 
840	19 
841	4 
842	8 
843	18 
844	5 
845	14 
846	9 
847	9 
848	3 
849	8 
850	6 
851	9 
852	10 
853	17 
854	17 
855	9 
856	17 
857	19 
858	8 
859	8 
860	7 
861	6 
862	14 
863	8 
864	19 
865	15 
866	19 
867	18 
868	4 
869	9 
870	4 
871	4 
872	16 
873	15 
874	19 
875	4 
876	13 
